City_Geo_ID,Block_GeoID,NatWalkInd,TotPop,Workers,CountHU,HH,D2B_E8MIXA,D2A_EPHHM,D3B,D4A,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked
['2603000'],['261614045002'],[14.0],[1362.7358631436268],[540.1208567058317],[843.5036583545952],[843.5036583545952],[0.6799163740080493],[0.7343325065389285],[54.90311048902707],[419.77],[17.0],[15.0],[10.0],[16.0]
['2651900'],['261030002003'],[11.333333333333334],[608.0],[359.0],[290.0],[274.0],[0.6822685211661449],[0.7951625765302895],[122.81539967416957],[-99999.0],[19.0],[15.0],[16.0],[1.0]
['2634000'],['260810024002'],[17.166666666666668],[911.9999999999998],[449.9999999999999],[439.9999999999999],[377.99999999999994],[0.6681453921624765],[0.7935410607582415],[142.50437151409102],[280.29],[19.0],[14.0],[17.0],[18.0]
['2634000'],['260810035004'],[14.166666666666668],[900.9999999999997],[525.9999999999998],[378.9999999999999],[337.9999999999999],[0.4997753927297807],[0.5267747320741171],[125.39521658159946],[350.03],[11.0],[8.0],[16.0],[17.0]
['2623980'],['260810124002'],[14.666666666666668],[1518.9999999999998],[602.9999999999999],[508.9999999999999],[499.9999999999999],[0.7154890532686717],[0.3516979234343303],[129.48199084036665],[398.31],[6.0],[16.0],[16.0],[17.0]
['2682960'],['260810115002'],[13.833333333333332],[2613.0000000000005],[1347.0000000000002],[894.0000000000002],[894.0000000000002],[0.7820719648708416],[0.8142580754859804],[58.369290336186815],[942.81],[19.0],[18.0],[10.0],[13.0]
['2634000'],['260810016003'],[14.0],[766.9999999999997],[411.99999999999983],[294.9999999999999],[294.9999999999999],[0.5080791670262815],[0.3667421559234848],[168.137793084076],[337.96],[6.0],[8.0],[18.0],[17.0]
['2634000'],['260810032001'],[16.166666666666668],[964.9999999999998],[477.9999999999999],[370.99999999999994],[323.99999999999994],[0.33319027978244087],[0.7258515198617742],[263.0245605212052],[242.74],[17.0],[4.0],[20.0],[18.0]
['2689320'],['261450108002'],[5.5],[191.29087486292238],[92.39371681538572],[77.59278159738703],[73.33190630735712],[0.3575026361005482],[0.7883737533955049],[6.765242326470208],[-99999.0],[18.0],[5.0],[4.0],[1.0]
['2669080'],['260810110012'],[4.499999999999999],[1.9757717820808825e-06],[8.125039424806036e-07],[6.737837571790371e-07],[6.737837571790371e-07],[0.42901015587667224],[0.5266951814747823],[6.683755232106525],[-99999.0],[11.0],[6.0],[4.0],[1.0]
['2669080'],['260810110021'],[5.166666666666667],[1.673456372361691e-05],[8.06109741513029e-06],[6.24510690379773e-06],[6.118409891379179e-06],[0.4846445283523758],[0.3945914385420347],[27.678845752763355],[-99999.0],[7.0],[8.0],[7.0],[1.0]
['2658945'],['260810110022'],[6.666666666666666],[7.7742912212412e-06],[3.216948091548083e-06],[3.6755042888082262e-06],[3.5203006528124857e-06],[0.6881320840396232],[0.5178758819015431],[16.355260043278257],[-99999.0],[11.0],[15.0],[6.0],[1.0]
['2682960'],['260810111012'],[8.833333333333334],[4.540379374536845e-06],[2.2149475280185536e-06],[2.004501207066672e-06],[1.936106152757311e-06],[0.7674550756518606],[0.8103892589491558],[22.2499794852741],[-99999.0],[19.0],[18.0],[7.0],[1.0]
['2617700'],['260810111012'],[8.833333333333334],[746.3945862360904],[364.1160148382318],[329.5206690103713],[318.2771816163167],[0.7674550756518606],[0.8103892589491558],[22.2499794852741],[-99999.0],[19.0],[18.0],[7.0],[1.0]
['2634000'],['260810118031'],[8.833333333333334],[463.67470753543114],[187.40958649694142],[166.1584233401345],[162.8780424501576],[0.8085168483144173],[0.7855761196978885],[24.860193958462702],[-99999.0],[18.0],[19.0],[7.0],[1.0]
['2629580'],['260810118031'],[8.833333333333334],[2.4171413576048082e-05],[9.769682386627863e-06],[8.661856910518614e-06],[8.49085029340108e-06],[0.8085168483144173],[0.7855761196978885],[24.860193958462702],[-99999.0],[18.0],[19.0],[7.0],[1.0]
['2634000'],['260810118032'],[8.166666666666666],[512.937733791919],[198.33592373287533],[109.10104179066212],[109.10104179066212],[0.7221533674275662],[0.5922019999661795],[46.629898402804585],[-99999.0],[13.0],[16.0],[9.0],[1.0]
['2622000'],['261635238004'],[12.0],[1997.0000000000005],[377.00000000000006],[625.0000000000001],[550.0000000000001],[0.3325008487897051],[0.14146131954235283],[120.31084853565973],[388.92],[2.0],[4.0],[16.0],[17.0]
['2659860'],['261450125004'],[5.166666666666666],[86.81237001285781],[37.7262157244891],[35.06153877740623],[31.274892589446353],[0.4773716555775916],[0.6258649129043075],[4.315229386031001],[-99999.0],[14.0],[7.0],[4.0],[1.0]
['2670640'],['261450119021'],[3.6666666666666665],[12.277459293713951],[5.950328736979013],[5.98172888862534],[5.46362638646094],[0.22403590881720736],[0.5967350550638222],[1.175313909212951],[-99999.0],[13.0],[3.0],[2.0],[1.0]
['2622000'],['261635164002'],[14.666666666666668],[292.00000000000017],[135.00000000000009],[253.00000000000017],[116.00000000000007],[0.34605533879423744],[0.7996782646898243],[75.74232866956692],[0.0],[19.0],[5.0],[12.0],[20.0]
['2679000'],['261635839002'],[7.833333333333333],[772.0],[383.0],[333.0],[333.0],[0.5637575427602062],[0.6495266306640292],[58.60074124279331],[-99999.0],[15.0],[10.0],[10.0],[1.0]
['2621000'],['261635746004'],[7.999999999999999],[751.0],[357.0],[269.0],[269.0],[0.16757401590151583],[0.4330733312215695],[163.5528373479034],[-99999.0],[8.0],[2.0],[18.0],[1.0]
['2622000'],['261635342005'],[10.666666666666666],[1520.0],[371.0],[588.0],[394.0],[-0.0],[0.025485002897852008],[127.87632621258835],[539.13],[1.0],[1.0],[16.0],[15.0]
['2622000'],['261635049002'],[11.666666666666666],[600.9999999999998],[206.99999999999994],[358.9999999999999],[278.9999999999999],[-0.0],[0.0],[129.46209658248938],[244.08],[1.0],[1.0],[16.0],[18.0]
['2665060'],['261635629001'],[11.166666666666666],[2.3909811170832488e-05],[1.293263020578486e-05],[8.777300569218246e-06],[8.777300569218246e-06],[0.7895634697396198],[0.559811580603249],[134.08247784705776],[-99999.0],[12.0],[19.0],[17.0],[1.0]
['2621000'],['261635726004'],[5.833333333333333],[4.516315512676106e-07],[1.8132732683947017e-07],[1.4084494689391405e-07],[1.4084494689391405e-07],[0.28999865971208605],[0.264409226633803],[84.36541993518048],[-99999.0],[4.0],[3.0],[13.0],[1.0]
['2640680'],['261635726004'],[5.833333333333333],[1.4400443364860062e-06],[5.781690613342509e-07],[4.490894569433483e-07],[4.490894569433483e-07],[0.28999865971208605],[0.264409226633803],[84.36541993518048],[-99999.0],[4.0],[3.0],[13.0],[1.0]
['2621020'],['261635726004'],[5.833333333333333],[1070.9999981086623],[429.9999992406394],[333.9999994101711],[333.9999994101711],[0.28999865971208605],[0.264409226633803],[84.36541993518048],[-99999.0],[4.0],[3.0],[13.0],[1.0]
['2684940'],['261635668001'],[6.166666666666667],[916.0],[496.0],[421.0],[421.0],[0.3692086872546332],[0.48724032060674777],[54.29396572715102],[-99999.0],[10.0],[5.0],[10.0],[1.0]
['2622000'],['261635393002'],[13.333333333333332],[698.9999999999997],[228.9999999999999],[284.9999999999999],[257.9999999999999],[0.22506003141521805],[0.4629938927574716],[126.79344350028435],[242.74],[9.0],[3.0],[16.0],[18.0]
['2622000'],['261635403003'],[10.666666666666668],[321.0],[189.0],[266.0],[150.0],[-0.0],[0.10106696361212417],[149.11794603002608],[639.71],[1.0],[1.0],[17.0],[14.0]
['2621000'],['261635734002'],[12.166666666666668],[918.0],[334.0],[208.0],[208.0],[0.31490448560191414],[0.4059104864426156],[107.90560017007303],[415.75],[7.0],[4.0],[15.0],[16.0]
['2640680'],['261635687001'],[6.666666666666667],[1.0641692898794983e-05],[5.9588664987596344e-06],[4.9115505686746075e-06],[4.646712057618624e-06],[0.5150510466116367],[0.30733475924132025],[78.44678910997894],[-99999.0],[5.0],[9.0],[12.0],[1.0]
['2631420'],['261635687001'],[6.666666666666667],[1.927926540312631e-06],[1.0795516260800364e-06],[8.898122493750604e-07],[8.418321771048365e-07],[0.5150510466116367],[0.30733475924132025],[78.44678910997894],[-99999.0],[5.0],[9.0],[12.0],[1.0]
['2686000'],['261635687001'],[6.666666666666667],[883.9999874304507],[494.9999929616211],[407.9999941986695],[385.99999451148636],[0.5150510466116367],[0.30733475924132025],[78.44678910997894],[-99999.0],[5.0],[9.0],[12.0],[1.0]
['2679000'],['261635831002'],[5.499999999999999],[582.9999966461016],[316.9999981763537],[232.9999986595912],[210.9999987861534],[0.2704260414863776],[0.13353271555589727],[88.01644599612898],[-99999.0],[2.0],[3.0],[13.0],[1.0]
['2621020'],['261635831002'],[5.499999999999999],[3.353989276147816e-06],[1.8236957127596186e-06],[1.3404451137949247e-06],[1.213879480732743e-06],[0.2704260414863776],[0.13353271555589727],[88.01644599612898],[-99999.0],[2.0],[3.0],[13.0],[1.0]
['2649000'],['261635580002'],[8.833333333333334],[1354.0000000000007],[708.0000000000003],[513.0000000000002],[513.0000000000002],[0.7336065721887942],[0.5514999816703134],[68.06369094206389],[-99999.0],[12.0],[17.0],[11.0],[1.0]
['2622000'],['261635035001'],[13.0],[634.0000000000001],[116.00000000000003],[261.00000000000006],[202.00000000000006],[-0.0],[0.39375697824446887],[154.2292650232767],[350.03],[7.0],[1.0],[18.0],[17.0]
['2674960'],['261635818001'],[10.166666666666666],[692.0000000000001],[267.00000000000006],[268.00000000000006],[236.00000000000006],[0.6562421944656391],[0.38324352934411365],[190.38485938791558],[-99999.0],[7.0],[14.0],[19.0],[1.0]
['2622000'],['261635334001'],[12.0],[519.0],[178.0],[375.0],[148.0],[-0.0],[0.0],[214.4036869730515],[425.14],[1.0],[1.0],[19.0],[16.0]
['2636280'],['261635520001'],[14.166666666666668],[1783.9999319494448],[711.9999728408097],[573.9999781048101],[523.9999800120567],[0.58616475114351],[0.49689372745451843],[102.0265797726589],[308.46],[10.0],[11.0],[14.0],[18.0]
['2622000'],['261635520001'],[14.166666666666668],[6.805102512154932e-05],[2.7159377739093675e-05],[2.1895341042471586e-05],[1.9988081369782422e-05],[0.58616475114351],[0.49689372745451843],[102.0265797726589],[308.46],[10.0],[11.0],[14.0],[18.0]
['2647800'],['261635771001'],[8.166666666666666],[762.0000000000001],[252.00000000000006],[318.00000000000006],[271.00000000000006],[0.5656397031607087],[0.5426599824923384],[88.89550152069762],[-99999.0],[11.0],[10.0],[13.0],[1.0]
['2622000'],['261635142005'],[11.166666666666668],[643.9999999999997],[149.99999999999991],[244.99999999999986],[138.99999999999991],[-0.0],[0.1477210870347454],[106.64550445764502],[324.55],[2.0],[1.0],[15.0],[17.0]
['2621020'],['261635721004'],[10.5],[701.0000000000001],[379.00000000000006],[212.00000000000006],[212.00000000000006],[0.6171372346556042],[0.5932174985998111],[162.84265120639697],[-99999.0],[13.0],[12.0],[18.0],[1.0]
['2686000'],['261635680001'],[9.333333333333334],[976.0000000000002],[395.0000000000001],[686.0000000000001],[661.0000000000001],[0.6904935198812404],[0.5173200560296392],[101.05582651272947],[-99999.0],[11.0],[15.0],[14.0],[1.0]
['2614260'],['260750063041'],[5.333333333333333],[11.037552263761567],[5.3254432100633045],[4.183021399323652],[4.183021399323652],[0.504264433263894],[0.7502564334458487],[1.4818953958955534],[-99999.0],[18.0],[8.0],[2.0],[1.0]
['2605580'],['261079601001'],[5.833333333333334],[22.368947103458186],[8.561188899884081],[12.595554465537422],[9.015765301647837],[0.6799317633255488],[0.6249997030103124],[1.685195771339331],[-99999.0],[14.0],[15.0],[2.0],[1.0]
['2669800'],['260992556001'],[10.500000000000002],[699.0000000000001],[490.0000000000001],[311.00000000000006],[311.00000000000006],[0.7321459945136738],[0.694890534584613],[92.51169203066061],[-99999.0],[16.0],[17.0],[14.0],[1.0]
['2682300'],['260770066013'],[6.666666666666666],[129.6738240530455],[64.47570360297667],[49.57585613170054],[49.57585613170054],[0.6453757221502918],[0.6588235217636651],[7.805673833690099],[-99999.0],[15.0],[13.0],[5.0],[1.0]
['2653020'],['261099900000'],[1.0],[0.0],[0.0],[0.0],[0.0],[-0.0],[0.0],[0.0],[-99999.0],[1.0],[1.0],[1.0],[1.0]
['2653500'],['260210113005'],[6.833333333333333],[97.70980661668276],[33.74716212463742],[167.16617517552953],[50.620743186956126],[0.4995922477358771],[0.5232070674701529],[53.65309287823591],[-99999.0],[11.0],[8.0],[10.0],[1.0]
['2633260'],['260210113005'],[6.833333333333333],[243.19341833547318],[83.9945139632558],[416.0658482365927],[125.9917709448837],[0.4995922477358771],[0.5232070674701529],[53.65309287823591],[-99999.0],[11.0],[8.0],[10.0],[1.0]
['1848744'],['260210113005'],[6.833333333333333],[9.292518007071784e-07],[3.2094640506352346e-07],[1.5898042855472208e-06],[4.814196075952852e-07],[0.4995922477358771],[0.5232070674701529],[53.65309287823591],[-99999.0],[11.0],[8.0],[10.0],[1.0]
['2657220'],['260210113005'],[6.833333333333333],[85.37566275552132],[29.48717669467805],[146.06438688294008],[44.23076504201707],[0.4995922477358771],[0.5232070674701529],[53.65309287823591],[-99999.0],[11.0],[8.0],[10.0],[1.0]
['2676120'],['260119705003'],[8.666666666666668],[512.3427734111286],[181.8335521500874],[262.5890414873321],[246.0100999677653],[0.7286190652596034],[0.8374442834605628],[28.703448364731337],[-99999.0],[19.0],[17.0],[7.0],[1.0]
['2604160'],['260770026014'],[7.499999999999999],[178.45941719236149],[66.98927071785342],[75.20662125924342],[70.91930793330081],[0.6341652417597899],[0.7543259516912555],[13.43820192067913],[-99999.0],[18.0],[13.0],[6.0],[1.0]
['2642160'],['260770018032'],[5.333333333333333],[495.08518777980237],[208.95573558983455],[180.5233136845223],[163.82490716870396],[0.48176351574257925],[0.3285915809202872],[33.78515973470553],[-99999.0],[6.0],[8.0],[8.0],[1.0]
['2624500'],['260770018032'],[5.333333333333333],[601.9148122201998],[254.04426441016636],[219.4766863154785],[199.17509283129672],[0.48176351574257925],[0.3285915809202872],[33.78515973470553],[-99999.0],[6.0],[8.0],[8.0],[1.0]
['2676120'],['260119705005'],[5.833333333333334],[24.741937380662456],[9.551413121869695],[11.19727809484724],[9.578394514869327],[0.685165410320396],[0.6404722628182087],[1.2579041931433181],[-99999.0],[14.0],[15.0],[2.0],[1.0]
['2684800'],['260450203043'],[7.5],[1146.9999999999995],[447.9999999999998],[469.9999999999998],[457.9999999999998],[0.48754889883380725],[0.7200735011526469],[41.20596579841537],[-99999.0],[17.0],[8.0],[9.0],[1.0]
['2684800'],['260450203044'],[5.666666666666666],[1397.9999999999998],[795.9999999999998],[980.9999999999998],[862.9999999999998],[-0.0],[0.012959198296063307],[103.83621063783437],[-99999.0],[1.0],[1.0],[15.0],[1.0]
['2646000'],['260450203032'],[7.666666666666666],[67.05079124317768],[30.5024895369961],[39.95096986170306],[36.66982556887878],[0.6468176861976827],[0.7936664450258082],[16.23169871203466],[-99999.0],[19.0],[13.0],[6.0],[1.0]
['2684800'],['260450203032'],[7.666666666666666],[456.4189301775424],[207.63235428103877],[271.94875087606175],[249.61379643148786],[0.6468176861976827],[0.7936664450258082],[16.23169871203466],[-99999.0],[19.0],[13.0],[6.0],[1.0]
['2646000'],['260450214013'],[3.0000000000000004],[91.37248748706826],[36.71684342189884],[38.814948760293056],[36.19231708730028],[-0.0],[0.38455442577207094],[6.916400670507393],[-99999.0],[7.0],[1.0],[4.0],[1.0]
['2638640'],['260050322001'],[9.833333333333334],[2580.0000000000014],[1532.0000000000007],[1141.0000000000005],[1030.0000000000005],[0.7881165019901757],[0.7528263234958391],[52.849479245707165],[-99999.0],[18.0],[19.0],[10.0],[1.0]
['2661620'],['260050318004'],[5.333333333333333],[668.0000000000001],[393.0000000000001],[392.0000000000001],[301.00000000000006],[-0.0],[0.032048703879150736],[101.23720279685224],[-99999.0],[1.0],[1.0],[14.0],[1.0]
['2661620'],['260050319002'],[11.500000000000002],[952.0000000000002],[485.0000000000001],[444.0000000000001],[387.0000000000001],[0.8807213558723687],[0.7184005828310387],[104.89893119832777],[-99999.0],[17.0],[20.0],[15.0],[1.0]
['2684880'],['260050305002'],[7.166666666666666],[1305.4587748444026],[669.2510606210254],[477.40237780482875],[477.40237780482875],[0.7796998534954643],[0.6085356091575607],[12.324153838264932],[-99999.0],[13.0],[18.0],[5.0],[1.0]
['2621100'],['261519704002'],[7.5],[230.45383427281703],[93.9909858430028],[114.59863514547936],[96.2528010103478],[0.7469890561041429],[0.6790612260141186],[7.9323715753439785],[-99999.0],[16.0],[17.0],[5.0],[1.0]
['2664740'],['260050321001'],[9.5],[928.2083166569337],[467.3801876813736],[449.90803113253725],[372.7393397085098],[0.6914539126925628],[0.6989864092673603],[73.19801131123269],[-99999.0],[16.0],[15.0],[12.0],[1.0]
['2638640'],['260050322002'],[8.333333333333334],[1240.9999903382354],[613.9999952197232],[475.99999629411775],[475.99999629411775],[0.6383683150812473],[0.6052938440724283],[62.59564486558212],[-99999.0],[13.0],[13.0],[11.0],[1.0]
['2638640'],['260050322003'],[7.333333333333333],[1070.5525374541342],[581.544560211672],[433.1669357955252],[402.85322758147373],[0.5859239870121445],[0.6419243561759996],[31.518756937287232],[-99999.0],[15.0],[11.0],[8.0],[1.0]
['2631380'],['260419701001'],[5.666666666666666],[2.4233497535474773],[0.6539197747667796],[2.160499648003968],[1.094140276733958],[0.76002461799511],[0.4095154624329908],[2.530501388338222],[-99999.0],[8.0],[18.0],[3.0],[1.0]
['2627740'],['260050307041'],[6.499999999999999],[63.70365346746326],[31.202719074159695],[24.893848137267554],[23.276772915176064],[0.7990586763159514],[0.567028654293584],[2.9374106144269163],[-99999.0],[12.0],[19.0],[3.0],[1.0]
['2632300'],['260419706003'],[5.666666666666667],[898.9999934719579],[374.99999727695683],[408.99999703006756],[379.9999972406496],[0.5676412490805822],[0.27433095793283174],[48.430540834579574],[-99999.0],[4.0],[10.0],[9.0],[1.0]
['2601740'],['260070008002'],[9.666666666666668],[790.9999999999998],[385.9999999999999],[357.99999999999994],[313.99999999999994],[0.4664461374958249],[0.6666287286439886],[146.04818838498088],[-99999.0],[15.0],[7.0],[17.0],[1.0]
['2674900'],['261251620001'],[6.5],[1371.9999841470071],[684.9999920850582],[634.9999926627912],[571.9999933907347],[0.20807411730726613],[0.3728656675793849],[98.6428228165191],[-99999.0],[7.0],[2.0],[14.0],[1.0]
['2659920'],['261251620001'],[6.5],[1.58529225555448e-05],[7.914906669495762e-06],[7.337176255663956e-06],[6.609235934235878e-06],[0.20807411730726613],[0.3728656675793849],[98.6428228165191],[-99999.0],[7.0],[2.0],[14.0],[1.0]
['2639540'],['260937424011'],[9.166666666666668],[107.54911671036189],[54.1863084191563],[47.26890734437038],[42.657306627846445],[0.8038258951846241],[0.9006823441575516],[22.15909000931836],[-99999.0],[20.0],[19.0],[7.0],[1.0]
['2639540'],['260937301021'],[5.833333333333333],[232.38157329309323],[105.44465140747846],[86.3724221091859],[85.96908191254528],[0.7448240618475652],[0.4204328201896234],[5.661803123164883],[-99999.0],[8.0],[17.0],[4.0],[1.0]
['2608300'],['261079606001'],[12.833333333333336],[859.9999978405308],[305.99999923163074],[435.99999890519933],[398.9999989981067],[0.326232670185169],[0.7238606256652946],[92.45465051184769],[804.67],[17.0],[4.0],[14.0],[14.0]
['2661620'],['260050318003'],[5.333333333333333],[119.74734186148109],[61.08324004045247],[60.99684224690162],[56.07216801450305],[0.42820349578221845],[0.6920394913170275],[5.905189842786171],[-99999.0],[16.0],[6.0],[4.0],[1.0]
['2661620'],['260050319001'],[7.833333333333333],[47.5541946724763],[24.357026539561033],[19.33097344409606],[17.01125663080453],[0.7362714007930994],[0.8653498137715511],[4.962056162460231],[-99999.0],[20.0],[17.0],[4.0],[1.0]
['2661620'],['260050319003'],[5.5],[325.4064176550887],[151.2597784869503],[135.9445108130725],[114.60638506519783],[0.3734937238117581],[0.6320384514712235],[19.37931417904438],[-99999.0],[14.0],[5.0],[6.0],[1.0]
['2664740'],['260050321002'],[4.499999999999999],[52.81078423166139],[30.525303190140008],[21.369945247230422],[19.94081620248356],[0.41109164211891186],[0.5984701053073239],[3.443411090114002],[-99999.0],[13.0],[6.0],[3.0],[1.0]
