City_Geo_ID,Block_GeoID,NatWalkInd,TotPop,Workers,CountHU,HH,D2B_E8MIXA,D2A_EPHHM,D3B,D4A,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked
4819000,481130078252,10.833333333333334,709.9999999999999,394.9999999999999,408.9999999999999,408.9999999999999,0.5544575526928964,0.19704732432838054,80.14560004320123,718.84,3.0,10.0,12.0,14.0
4819000,481130078253,8.333333333333334,736.9999999999999,462.9999999999999,364.99999999999994,328.99999999999994,-0.0,0.0,24.272716776845964,398.31,1.0,1.0,7.0,17.0
4819000,481130078241,15.666666666666668,903.9999999999997,430.99999999999983,383.9999999999999,383.9999999999999,0.5538314030372145,0.6828298228888988,141.60442373122805,386.24,16.0,10.0,17.0,17.0
4819000,481130078242,10.166666666666668,948.0000000000007,579.0000000000003,343.0000000000002,343.0000000000002,0.4590635030801901,0.261471982499761,65.30796310264391,638.37,4.0,7.0,11.0,14.0
4819000,481130078271,6.833333333333333,1336.000000000001,586.0000000000003,556.0000000000003,497.00000000000034,0.3060986113514965,0.03686197958790277,8.421861922468965,950.85,1.0,4.0,5.0,13.0
4819000,481130093012,8.0,1540.9999999999995,480.99999999999983,450.99999999999983,367.9999999999999,-0.0,0.027014133895136627,54.239031107460136,1165.43,1.0,1.0,10.0,13.0
4819000,481130011022,13.166666666666666,582.9999999999999,424.99999999999994,254.99999999999997,254.99999999999997,0.6112517823184128,0.45353791125259657,83.34979959221893,442.57,9.0,12.0,13.0,16.0
4819000,481130114012,10.5,1770.0,597.0,595.0,507.0,0.07839779393974718,0.18465209378297665,68.97195637403625,280.29,3.0,2.0,11.0,18.0
4819000,481130114013,8.666666666666668,1790.0000000000005,751.0000000000001,832.0000000000002,727.0000000000001,-0.0,0.0,53.592575763320255,619.6,1.0,1.0,10.0,15.0
4819000,481130115002,8.5,1760.0000000000005,460.0000000000001,534.0000000000001,457.0000000000001,-0.0,0.1606878818343701,37.86947998248058,422.45,2.0,1.0,8.0,16.0
4819000,481130115001,12.5,705.0000000000005,289.00000000000017,309.0000000000002,212.00000000000014,0.24064269829578747,0.1103036202052703,155.92700324934032,352.71,2.0,3.0,18.0,17.0
4819000,481130123012,13.166666666666666,1206.9999999999998,600.9999999999999,396.9999999999999,396.9999999999999,0.5191958867519549,0.2566483782449142,149.8310547375967,571.32,4.0,9.0,18.0,15.0
4819000,481130123013,13.333333333333334,1305.0000000000014,386.00000000000045,402.00000000000045,364.0000000000004,0.4769947859063527,0.39123433573343863,103.68082524760882,264.2,7.0,7.0,15.0,18.0
4848072,483290003043,8.5,1004.0000000000005,548.0000000000002,608.0000000000002,555.0000000000002,0.6185333617478721,0.5999575179611587,80.41310859416677,,13.0,12.0,12.0,1.0
