City_Geo_ID,Block_GeoID,NatWalkInd,TotPop,Workers,CountHU,HH,D2B_E8MIXA,D2A_EPHHM,D3B,D4A,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked
['3640189'],['360290129012'],[13.833333333333332],[2.1364488574032933e-05],[8.892832807465485e-06],[9.094238428540488e-06],[9.094238428540488e-06],[0.7101528341038462],[0.7146228064307995],[18.309418381561894],[175.69],[17.0],[16.0],[6.0],[19.0]
['3640189'],['360290130012'],[13.666666666666668],[2.8790250270940233e-06],[1.3231882700280613e-06],[1.7303231223443877e-06],[1.7303231223443877e-06],[0.7678668502882109],[0.907743517713233],[20.69903051812539],[433.18],[20.0],[18.0],[6.0],[16.0]
['3659388'],['360710116021'],[3.666666666666667],[2.68943083158143e-06],[1.1769413535954382e-06],[1.1895559447379403e-06],[1.0369193919136658e-06],[0.3932870769165365],[0.4756279465064019],[2.4926853996583067],[-99999.0],[9.0],[5.0],[3.0],[1.0]
['3650034'],['360710003005'],[10.333333333333332],[1556.0],[422.0],[486.0],[373.0],[-0.0],[0.0],[113.0040059801158],[505.6],[1.0],[1.0],[15.0],[15.0]
['3650034'],['360710001003'],[9.500000000000002],[1736.9999999999995],[687.9999999999999],[589.9999999999999],[515.9999999999999],[0.14699444448231777],[0.5937736242956252],[272.9702356604682],[-99999.0],[13.0],[2.0],[20.0],[1.0]
['3659388'],['360710022002'],[14.833333333333332],[940.0000000000002],[411.0000000000001],[731.0000000000001],[447.0000000000001],[0.6785135988792448],[0.4809356776377378],[197.94139120650584],[966.95],[10.0],[15.0],[19.0],[13.0]
['3647042'],['360710151002'],[10.333333333333332],[960.9999999999999],[371.99999999999994],[271.99999999999994],[230.99999999999997],[0.4665270768820215],[0.20832296599981084],[88.10206647089606],[1173.48],[3.0],[7.0],[13.0],[13.0]
['3647042'],['360710011002'],[12.166666666666668],[1034.0000000000002],[464.0000000000001],[438.0000000000001],[412.0000000000001],[0.4057495155823393],[0.39202816873989577],[137.21216141762346],[828.81],[7.0],[6.0],[17.0],[13.0]
['3659388'],['360710116012'],[4.833333333333333],[2.6771718449784017e-06],[1.2315941524856236e-06],[1.2078182035959397e-06],[9.771914993660064e-07],[0.5119572837659384],[0.5532332828379021],[3.7847917491327574],[-99999.0],[12.0],[9.0],[3.0],[1.0]
['3611000'],['360290102021'],[17.166666666666664],[7.435062822856013e-06],[4.694439523806105e-06],[3.7808984241228023e-06],[3.4746245294312906e-06],[0.7621383290501136],[0.46717101363506536],[175.57725724777632],[223.97],[9.0],[18.0],[19.0],[19.0]
['3611000'],['360290103001'],[15.666666666666664],[3.758160571781806e-05],[1.5245368357228079e-05],[1.9854433209413312e-05],[1.6545361007844425e-05],[0.6149979845886849],[0.43815140212027454],[172.84487967190046],[174.35],[8.0],[12.0],[18.0],[19.0]
['3611000'],['360290103002'],[14.0],[4.726793082800528e-05],[2.7378358571587384e-05],[2.1902686857269908e-05],[1.755435931942956e-05],[0.5602323369443104],[0.34348219175808065],[264.354404438486],[721.52],[6.0],[10.0],[20.0],[14.0]
['3628640'],['360690519003'],[7.999999999999999],[1113.0],[304.0],[400.0],[369.0],[0.31315628132321677],[0.6856133206635371],[90.32231119121445],[-99999.0],[16.0],[4.0],[13.0],[1.0]
['3628640'],['360690519002'],[9.5],[518.9999999999998],[203.99999999999991],[350.99999999999983],[288.9999999999999],[0.5030461705289655],[0.6540823824063837],[126.39837803129403],[-99999.0],[15.0],[8.0],[16.0],[1.0]
['3611000'],['360290093013'],[14.666666666666666],[2.0820397553414407e-06],[1.0767563809340435e-06],[1.1326917773462017e-06],[9.648855881097275e-07],[0.7079813913747963],[0.6902327695179035],[82.94411684274894],[574.0],[16.0],[16.0],[13.0],[15.0]
['3611000'],['360290093014'],[11.333333333333334],[3.491153257909522e-05],[1.1708321843120145e-05],[1.2592544065647448e-05],[1.2592544065647448e-05],[0.2704260414863776],[0.18546323760180566],[97.64066394380224],[388.92],[3.0],[3.0],[14.0],[17.0]
['3611000'],['360290094015'],[15.5],[3.860258339719539e-05],[1.8159368235910097e-05],[1.7156703732086842e-05],[1.7156703732086842e-05],[0.7119338731306225],[0.5257840522777855],[132.398391985483],[414.41],[11.0],[16.0],[17.0],[16.0]
['3640189'],['360290125015'],[13.833333333333332],[704.9999709756395],[500.9999793741779],[327.9999864964677],[327.9999864964677],[0.425007747204196],[0.5417464150566501],[95.3107190578999],[171.66],[11.0],[6.0],[14.0],[19.0]
['3611000'],['360290125015'],[13.833333333333332],[2.9024317836448233e-05],[2.0625791824199382e-05],[1.3503512411851092e-05],[1.3503512411851092e-05],[0.425007747204196],[0.5417464150566501],[95.3107190578999],[171.66],[11.0],[6.0],[14.0],[19.0]
['3640189'],['360290120012'],[3.5000000000000004],[1.1276290805285116e-05],[5.336455166185369e-06],[4.584702445833028e-06],[4.441275939976331e-06],[0.32840937867808384],[0.04605246078322829],[25.745129118334035],[-99999.0],[1.0],[4.0],[7.0],[1.0]
['3640189'],['360290123003'],[12.166666666666668],[870.999993886285],[263.9999981469337],[484.99999659569255],[384.9999972976116],[0.6063951703644248],[0.2888238395633811],[47.368913776844956],[207.87],[5.0],[12.0],[9.0],[19.0]
['3611000'],['360290123003'],[12.166666666666668],[6.113672336861947e-06],[1.8530533833886957e-06],[3.404283677816354e-06],[2.702369517441848e-06],[0.6063951703644248],[0.2888238395633811],[47.368913776844956],[207.87],[5.0],[12.0],[9.0],[19.0]
['3640189'],['360290125011'],[14.833333333333336],[1021.9999328532207],[371.99997555909795],[597.999960710593],[563.9999629444388],[0.5688046508856006],[0.6631032263360332],[73.91856685016195],[120.7],[15.0],[10.0],[12.0],[20.0]
['3611000'],['360290125011'],[14.833333333333336],[1.131719484606507e-05],[4.119370335358323e-06],[6.6219985498502085e-06],[6.245496960059394e-06],[0.5688046508856006],[0.6631032263360332],[73.91856685016195],[120.7],[15.0],[10.0],[12.0],[20.0]
['3640189'],['360290125012'],[12.5],[549.9999792247335],[266.99998991455243],[349.99998677937583],[268.999989839006],[0.6657805615125801],[0.3198873654744327],[69.56378531333043],[348.69],[5.0],[14.0],[11.0],[17.0]
['3640189'],['360290125013'],[13.333333333333336],[1542.0000000000007],[749.0000000000003],[677.0000000000003],[594.0000000000002],[0.6648198576715965],[0.5117520025782532],[100.41414363835122],[665.2],[10.0],[14.0],[14.0],[14.0]
['3640189'],['360290125014'],[17.5],[890.9999908031391],[301.99999688276995],[310.99999678987234],[269.99999721307245],[0.7128267472516985],[0.6672920270700978],[140.76602021849652],[69.74],[15.0],[16.0],[17.0],[20.0]
['3611000'],['360290125014'],[17.5],[9.196806664245495e-06],[3.1172116864221543e-06],[3.210108723434735e-06],[2.7869111103774224e-06],[0.7128267472516985],[0.6672920270700978],[140.76602021849652],[69.74],[15.0],[16.0],[17.0],[20.0]
['3640189'],['360290125021'],[11.5],[883.9999964373781],[412.99999833556234],[410.99999834362256],[410.99999834362256],[0.5262977222308752],[0.49604268748060515],[41.6481250632768],[406.36],[10.0],[9.0],[9.0],[16.0]
['3640189'],['360290125022'],[12.833333333333332],[787.9999845326273],[434.9999914615392],[408.999991971884],[390.9999923251996],[0.8194507893679617],[0.3301257414441257],[39.118671707969796],[252.13],[6.0],[19.0],[8.0],[18.0]
['3640189'],['360290162002'],[10.5],[835.9999852989974],[573.9999899062494],[403.99999289568774],[402.9999929132727],[0.5130428383939163],[0.6241295647623709],[16.01500391217495],[650.44],[14.0],[9.0],[6.0],[14.0]
['3674166'],['360290079023'],[11.5],[1.0300835785623962e-05],[4.616398556882033e-06],[4.488410451576508e-06],[4.316288516855285e-06],[0.4710643591648852],[0.6300519844092548],[58.90845462650849],[742.98],[14.0],[7.0],[10.0],[14.0]
['3604715'],['360379504001'],[6.666666666666666],[3.919281954834138e-06],[1.8694880026690683e-06],[1.8979573631158054e-06],[1.8979573631158054e-06],[0.6151919386682123],[0.7749170033504453],[6.253286733081675],[-99999.0],[18.0],[12.0],[4.0],[1.0]
['3604715'],['360379504004'],[7.5],[3.6964773961307775e-06],[1.2438383655226786e-06],[1.4058877300449994e-06],[1.4058877300449994e-06],[0.6769459442385399],[0.8529828515848368],[4.6381133964366725],[-99999.0],[20.0],[15.0],[4.0],[1.0]
['3611000'],['360290080033'],[15.666666666666668],[1.9831927931944737e-05],[1.604094598774988e-05],[1.1344654922553267e-05],[8.034618448890593e-06],[0.7354009408399299],[0.4684002818792578],[149.54988897164628],[359.42],[9.0],[17.0],[17.0],[17.0]
['3674166'],['360290081015'],[11.166666666666668],[2.8349265143628623e-05],[1.8969434287438603e-05],[1.9029369308883906e-05],[1.8489954115876172e-05],[0.688813148026352],[0.3634434967241894],[43.81299250916925],[678.61],[6.0],[15.0],[9.0],[14.0]
['3650034'],['360710005021'],[14.166666666666668],[1172.9999999999989],[487.99999999999955],[495.99999999999955],[329.9999999999997],[0.45538705227267273],[0.5621347717273321],[243.75644599893397],[1110.45],[12.0],[7.0],[20.0],[13.0]
['3603078'],['360110415002'],[12.833333333333334],[491.99999303039516],[302.9999957077434],[228.99999675601725],[217.99999691184175],[0.3794312967650216],[0.5602690789996354],[72.76965501037895],[250.79],[12.0],[5.0],[12.0],[18.0]
['3603078'],['360110416001'],[11.166666666666666],[1237.0000000000005],[462.0000000000002],[485.0000000000002],[454.0000000000002],[0.32840937867808384],[0.08103173818392401],[76.14049086512638],[209.21],[1.0],[4.0],[12.0],[19.0]
['3604715'],['360379507001'],[7.999999999999999],[933.9999394425039],[368.99997607525046],[449.9999708234762],[370.99997594557703],[0.6184980161336223],[0.7747243801257667],[31.47127632885407],[-99999.0],[18.0],[12.0],[8.0],[1.0]
['3604715'],['360379505003'],[7.166666666666667],[889.9999477867261],[512.9999699040343],[477.9999719573653],[450.9999735413635],[0.676283769133487],[0.548593541047016],[28.446161815294666],[-99999.0],[12.0],[15.0],[7.0],[1.0]
['3604715'],['360379506001'],[7.499999999999999],[807.9999823038886],[430.99999056061387],[395.99999132715334],[335.999992641221],[0.5999767523399614],[0.5255407761616148],[52.789903303955334],[-99999.0],[11.0],[12.0],[10.0],[1.0]
['3604715'],['360379509001'],[5.333333333333333],[701.0000000000001],[337.00000000000006],[401.0000000000001],[375.00000000000006],[0.22793680713526324],[0.4025937577171208],[52.69635291273126],[-99999.0],[7.0],[3.0],[10.0],[1.0]
['3604715'],['360379507002'],[12.000000000000002],[681.9999999999997],[389.99999999999983],[331.99999999999983],[307.9999999999999],[0.8547809568870156],[0.859187249497998],[111.02226598633261],[-99999.0],[20.0],[20.0],[15.0],[1.0]
['3604715'],['360379508001'],[6.833333333333333],[1294.9999901153003],[513.999996076652],[601.9999954049504],[534.9999959163596],[0.42699280810194656],[0.47190137548745764],[75.95729087730504],[-99999.0],[9.0],[6.0],[12.0],[1.0]
['3604715'],['360379508003'],[8.333333333333334],[695.0],[327.0],[332.0],[287.0],[0.446533761104206],[0.46385721982854256],[117.18537664215754],[-99999.0],[9.0],[7.0],[16.0],[1.0]
['3604715'],['360379509002'],[10.000000000000002],[655.0000000000003],[370.00000000000017],[334.00000000000017],[286.0000000000001],[0.7812004229494552],[0.5573393241676619],[98.08576853365155],[-99999.0],[12.0],[18.0],[14.0],[1.0]
['3604715'],['360379509003'],[4.833333333333333],[943.9999859758154],[394.9999941318295],[428.99999362672116],[387.99999423582244],[0.33446016860138184],[0.46483183584085447],[29.289607354317596],[-99999.0],[9.0],[4.0],[7.0],[1.0]
['3678674'],['360010134001'],[15.833333333333332],[540.999966807738],[349.9999785262631],[227.9999860113942],[227.9999860113942],[0.4890591406133912],[0.46638730699383996],[240.2640034959079],[193.12],[9.0],[8.0],[20.0],[19.0]
['3655574'],['360750214012'],[4.333333333333333],[1.6175162946974294e-06],[5.279817339295383e-07],[6.378507652674769e-07],[5.829162495985076e-07],[0.5796150451803382],[0.46423712992978916],[1.7950649852617209],[-99999.0],[9.0],[11.0],[2.0],[1.0]
['3655574'],['360750214013'],[5.166666666666666],[1.8926702931063855e-06],[5.501429649548032e-07],[5.826543105083316e-07],[4.940449569408719e-07],[0.41549870181453435],[0.6707080154600901],[4.813138163868677],[-99999.0],[15.0],[6.0],[4.0],[1.0]
['3601000'],['360010003004'],[17.166666666666668],[2023.99997994604],[697.9999930841581],[948.9999905972292],[759.9999924698569],[0.7469004463551959],[0.8566011908155496],[82.17742508008659],[132.77],[20.0],[17.0],[13.0],[20.0]
['3627815'],['360750212002'],[3.1666666666666665],[1.744413974167819e-07],[8.656065017762475e-08],[7.364255750405766e-08],[6.902221778869424e-08],[0.4910684252222243],[0.18865615868239338],[2.2948987725677155],[-99999.0],[3.0],[8.0],[3.0],[1.0]
['3601000'],['360010023001'],[15.333333333333332],[964.9999999999998],[411.9999999999999],[518.9999999999999],[439.9999999999999],[0.5897379541495636],[0.30483587679895646],[154.4941335593843],[0.0],[5.0],[11.0],[18.0],[20.0]
['3616749'],['360010127003'],[10.333333333333332],[723.9999993091252],[321.9999996927325],[330.99999968414426],[311.999999702275],[0.4352678544929084],[0.2524663678078334],[80.99344315909477],[922.69],[4.0],[6.0],[13.0],[13.0]
['3616749'],['360010128004'],[18.166666666666664],[1003.0000000000002],[418.0000000000001],[422.0000000000001],[363.00000000000006],[0.7784624237610892],[0.5826887160310233],[258.9442009200808],[178.37],[13.0],[18.0],[20.0],[19.0]
['3601000'],['360010141003'],[7.999999999999999],[1.6912454148840384e-05],[1.050915106491494e-05],[7.358680453463167e-06],[6.8127505280130396e-06],[0.7725999893468077],[0.6855298697180761],[20.255208393976286],[-99999.0],[16.0],[18.0],[6.0],[1.0]
['3603078'],['360110417005'],[9.666666666666668],[643.0000000000003],[288.0000000000001],[314.0000000000001],[314.0000000000001],[0.059142623857403376],[0.6406272878870823],[35.38527044197491],[1111.79],[14.0],[2.0],[8.0],[13.0]
['3601000'],['360010146075'],[5.666666666666666],[8.991426382850638e-06],[5.15672672916e-06],[3.53909111507637e-06],[3.3830754974743954e-06],[0.4066322488324706],[0.6840769717779512],[7.89762126024141],[-99999.0],[16.0],[6.0],[5.0],[1.0]
['3601000'],['360010001001'],[14.0],[855.9999700188441],[457.9999839586806],[437.9999846591749],[365.9999871809544],[0.5676760020692405],[0.7855346805616789],[41.66699321323487],[227.99],[18.0],[10.0],[9.0],[19.0]
['3661148'],['360010001001'],[14.0],[1.6835147222585445e-05],[9.007590453205764e-06],[8.614245891930402e-06],[7.198205471339103e-06],[0.5676760020692405],[0.7855346805616789],[41.66699321323487],[227.99],[18.0],[10.0],[9.0],[19.0]
['3601000'],['360010002003'],[13.833333333333332],[1431.0000000000002],[522.0000000000001],[1098.0000000000002],[665.0000000000001],[0.510031422890563],[0.4561116757865702],[107.47429363994777],[248.11],[9.0],[8.0],[15.0],[18.0]
['3601000'],['360010003001'],[15.166666666666668],[805.9999745272737],[539.9999829339055],[478.99998486174206],[478.99998486174206],[0.8104624378630279],[0.8618188871583711],[72.57226537064528],[732.25],[20.0],[19.0],[12.0],[14.0]
['3603078'],['360110406001'],[6.666666666666666],[2.973811215517948e-06],[1.3862879350534795e-06],[1.1095893351133697e-06],[1.000586856349084e-06],[0.6841658561045794],[0.8016159969767198],[1.3215236530719667],[-99999.0],[19.0],[15.0],[2.0],[1.0]
['3603078'],['360110406002'],[9.5],[1.7718741264929803e-06],[8.826387123036514e-07],[7.361919304416106e-07],[7.243178670473911e-07],[0.4692416859946148],[0.5091522651130287],[4.543569821123361],[434.52],[10.0],[7.0],[4.0],[16.0]
['3603078'],['360110407002'],[7.666666666666666],[9.111214468286827e-06],[3.581731483634523e-06],[3.167316270652016e-06],[2.954188446832441e-06],[0.7694283034015977],[0.4308930741252256],[42.47960958671267],[-99999.0],[8.0],[18.0],[9.0],[1.0]
['3628640'],['360690515001'],[4.166666666666666],[4.917220399790067e-06],[2.017183994255555e-06],[1.819211029302092e-06],[1.819211029302092e-06],[0.32960151802840304],[0.5994397340851423],[3.5444976297667794],[-99999.0],[13.0],[4.0],[3.0],[1.0]
['3628640'],['360690515002'],[8.0],[7.100651527621395e-06],[3.338879769567124e-06],[3.397887954007191e-06],[3.1962766571702953e-06],[0.7837276525225972],[0.9019641216655718],[6.952516303137814],[-99999.0],[20.0],[18.0],[4.0],[1.0]
['3628640'],['360690516001'],[6.333333333333333],[485.99999215085774],[293.99999525175343],[281.9999954455594],[206.9999966568468],[0.6165339175715272],[0.23714050440520928],[52.927965663089736],[-99999.0],[4.0],[12.0],[10.0],[1.0]
['3628640'],['360690516003'],[8.833333333333334],[1198.0000000000002],[626.0000000000001],[499.0000000000001],[468.0000000000001],[0.8246613308170812],[0.41244197080265926],[76.61339465752408],[-99999.0],[8.0],[19.0],[12.0],[1.0]
['3603078'],['360110413004'],[12.833333333333332],[690.9999980569744],[255.9999992801526],[253.9999992857764],[253.9999992857764],[0.49504090130462197],[0.5921457680179675],[39.20463078249693],[76.44],[13.0],[8.0],[8.0],[20.0]
['3603078'],['360110414001'],[13.166666666666668],[1497.9999915169117],[649.9999963190872],[951.9999946088785],[829.9999952997575],[0.5942893334178823],[0.7690751276388466],[39.70233163540784],[332.6],[18.0],[11.0],[8.0],[17.0]
['3628640'],['360690516004'],[6.666666666666667],[795.9999812766412],[487.99998852135786],[453.99998932109935],[425.99998997970994],[0.28451846879284126],[0.6727982871734793],[56.91443097644624],[-99999.0],[15.0],[3.0],[10.0],[1.0]
['3628640'],['360690517002'],[5.999999999999999],[1102.9999604582617],[384.9999861980333],[417.9999850150076],[403.9999855168973],[0.2551656089334746],[0.577023845099316],[41.59689090106106],[-99999.0],[13.0],[3.0],[9.0],[1.0]
['3628640'],['360690518001'],[6.833333333333333],[754.0],[388.0],[337.0],[290.0],[0.27460387777077244],[0.33918528875067455],[108.40156501330345],[-99999.0],[6.0],[3.0],[15.0],[1.0]
['3628640'],['360690518003'],[12.666666666666666],[887.9999999999993],[398.9999999999997],[545.9999999999995],[441.99999999999966],[0.7589774127182383],[0.7606130478732032],[196.24290108646372],[-99999.0],[18.0],[18.0],[19.0],[1.0]
['3628640'],['360690519001'],[9.333333333333334],[613.9999901166086],[244.99999605630148],[275.9999955573029],[275.9999955573029],[0.5819637111580446],[0.7432079165324486],[88.79679202540846],[-99999.0],[17.0],[11.0],[13.0],[1.0]
['3661148'],['360830524033'],[10.833333333333332],[1.7212254324031877e-05],[1.1078889644532794e-05],[9.251443929970683e-06],[8.828847108478196e-06],[0.2704294673446741],[0.5473368315954966],[64.55502650291464],[789.92],[12.0],[3.0],[11.0],[14.0]
['3603078'],['360110414004'],[16.166666666666664],[1311.999990157001],[497.9999962638617],[767.9999942382447],[685.999994853432],[0.7758418289709113],[0.8057599303871587],[63.05584248800966],[242.74],[19.0],[18.0],[11.0],[19.0]
['3603078'],['360110415001'],[10.0],[680.9999837112498],[365.9999912456937],[324.99999222636734],[324.99999222636734],[-0.0],[0.22178068598513934],[64.62189066546293],[379.54],[3.0],[1.0],[11.0],[17.0]
['3603078'],['360110415004'],[17.166666666666668],[1123.0000000000007],[405.0000000000003],[517.0000000000003],[419.0000000000003],[0.7035798617703534],[0.7490382645868168],[109.67807630861681],[130.09],[17.0],[16.0],[15.0],[20.0]
['3603078'],['360110421001'],[12.666666666666668],[1170.9999951852765],[419.99999827311365],[763.9999968587115],[658.999997290433],[0.5129054724038205],[0.7252814974244219],[48.46803792770488],[443.91],[17.0],[9.0],[9.0],[16.0]
['3603078'],['360110418003'],[13.5],[1124.9999999999995],[416.99999999999983],[497.9999999999998],[456.9999999999998],[0.7148967859038006],[0.5385105937109561],[49.82401407709126],[313.82],[11.0],[16.0],[9.0],[18.0]
['3603078'],['360110418005'],[11.5],[914.0],[283.0],[423.0],[385.0],[0.22060608256613176],[0.42508702824576344],[51.62757616350363],[233.35],[8.0],[3.0],[10.0],[19.0]
['3603078'],['360110418001'],[11.666666666666668],[591.9999938862477],[303.9999968605056],[265.99999725294236],[228.9999976350519],[0.4902302160115109],[0.6333229725106378],[48.53199784546622],[521.7],[14.0],[8.0],[9.0],[15.0]
['3603078'],['360110421002'],[15.666666666666668],[813.9999963901448],[284.9999987361072],[376.99999832811375],[376.99999832811375],[0.6947433806239677],[0.814270750380244],[80.97906139935792],[395.63],[19.0],[15.0],[13.0],[17.0]
['3604715'],['360379510003'],[6.666666666666666],[762.9999847399336],[225.9999954799803],[310.9999937799729],[262.99999473997707],[0.4405832423999848],[0.698744648879303],[37.15123965455547],[-99999.0],[16.0],[6.0],[8.0],[1.0]
['3601000'],['360010004011'],[14.0],[2478.9999521953737],[897.9999826831164],[1130.9999781899828],[1028.999980156934],[0.9214743159857555],[0.8627438757254959],[18.95804999535243],[453.3],[20.0],[20.0],[6.0],[16.0]
['3601000'],['360010004031'],[15.666666666666668],[1121.9999999999998],[662.9999999999999],[697.9999999999999],[599.9999999999999],[0.6331420047659568],[0.7309822175146438],[111.8928345715195],[360.76],[17.0],[13.0],[15.0],[17.0]
['3604715'],['360379504002'],[4.833333333333333],[2.4720086805650865e-06],[8.295084807835331e-07],[1.1910420443108695e-06],[1.1635141080016815e-06],[0.5137652990177026],[0.5462361181990427],[3.701484651008582],[-99999.0],[12.0],[9.0],[3.0],[1.0]
['3604715'],['360379505002'],[9.666666666666668],[842.0000000000003],[412.00000000000017],[424.00000000000017],[352.00000000000017],[0.6613238167321375],[0.5544237938456299],[109.01610979551218],[-99999.0],[12.0],[14.0],[15.0],[1.0]
