City_Geo_ID,Block_GeoID,NatWalkInd,TotPop,Workers,CountHU,HH,D2B_E8MIXA,D2A_EPHHM,D3B,D4A,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked
['0665084'],['060590421134'],[11.0],[858.0],[362.0],[405.0],[396.0],[0.6205042000496993],[0.2454255871924326],[78.9012662587034],[960.24],[4.0],[12.0],[12.0],[13.0]
['0665084'],['060590421141'],[16.333333333333332],[1701.9999967909366],[871.9999983558736],[850.9999983954683],[695.9999986877156],[0.7792202073460455],[0.6831336922119532],[113.56480577957544],[317.85],[16.0],[18.0],[15.0],[17.0]
['0665084'],['060590421142'],[10.5],[966.9999592741847],[421.99998222720365],[485.99997953180326],[460.999980584694],[0.5105787561244245],[0.4317924108372323],[60.01978009200474],[1138.61],[8.0],[9.0],[10.0],[13.0]
['0665084'],['060590421143'],[5.666666666666667],[1163.9999794977446],[486.9999914221663],[461.9999918625068],[429.99999242614274],[0.6626681621669992],[0.33008097782386653],[16.784454592587224],[-99999.0],[6.0],[14.0],[6.0],[1.0]
['0668028'],['060590422032'],[7.499999999999999],[1089.9999999999998],[321.99999999999994],[734.9999999999999],[691.9999999999999],[0.6285893694814635],[0.4947998873473512],[60.450022540375514],[-99999.0],[10.0],[13.0],[10.0],[1.0]
['0611194'],['060730178091'],[14.333333333333334],[2322.0],[1109.0],[864.0],[801.0],[0.7789943490018713],[0.6192213262214766],[75.96770789648022],[587.41],[14.0],[18.0],[12.0],[15.0]
['0668028'],['060590422033'],[6.666666666666666],[1111.999999999999],[384.99999999999966],[546.9999999999995],[509.99999999999955],[0.4172097224626076],[0.10905584102592941],[108.70940412006165],[-99999.0],[2.0],[6.0],[15.0],[1.0]
['0668028'],['060590422035'],[5.833333333333333],[546.0000000000002],[511.0000000000002],[380.00000000000017],[216.00000000000009],[0.5516630100312367],[0.5139239782404817],[20.356352322370576],[-99999.0],[11.0],[10.0],[6.0],[1.0]
['0665084'],['060590422051'],[7.666666666666666],[1787.0000000000016],[702.0000000000006],[559.0000000000005],[559.0000000000005],[0.48220166844135465],[0.28167675510245277],[116.7956803896763],[-99999.0],[4.0],[8.0],[16.0],[1.0]
['0617946'],['060590422054'],[12.333333333333334],[921.9999094640391],[595.9999414756695],[412.9999594453884],[412.9999594453884],[0.4807761943560017],[0.27019224933927577],[131.72565969696282],[775.17],[4.0],[8.0],[17.0],[14.0]
['0665084'],['060590422054'],[12.333333333333334],[8.515235431042887e-05],[5.504425506400825e-05],[3.81430827876433e-05],[3.81430827876433e-05],[0.4807761943560017],[0.27019224933927577],[131.72565969696282],[775.17],[4.0],[8.0],[17.0],[14.0]
['0668028'],['060590422054'],[12.333333333333334],[5.383462133516102e-06],[3.4799820299084565e-06],[2.411464057637907e-06],[2.411464057637907e-06],[0.4807761943560017],[0.27019224933927577],[131.72565969696282],[775.17],[4.0],[8.0],[17.0],[14.0]
['0617946'],['060590422061'],[11.166666666666668],[482.1951366319603],[212.57156330050483],[289.0635174901497],[277.2305080022488],[0.42873888709675],[0.301932216306469],[108.54778679117092],[1176.16],[5.0],[6.0],[15.0],[13.0]
['0665084'],['060590422061'],[11.166666666666668],[658.8048633680303],[290.428436699491],[394.9364825098446],[378.7694919977457],[0.42873888709675],[0.301932216306469],[108.54778679117092],[1176.16],[5.0],[6.0],[15.0],[13.0]
['0668028'],['060590423121'],[14.666666666666668],[2895.999999999998],[1045.9999999999993],[841.9999999999995],[841.9999999999995],[0.6020079584561736],[0.5012824294835964],[99.9209694103613],[241.4],[10.0],[12.0],[14.0],[19.0]
['0668028'],['060590423122'],[12.666666666666668],[2142.0],[842.0],[805.0],[805.0],[0.9130771111276611],[0.9134963248023062],[147.18276553303687],[-99999.0],[20.0],[20.0],[17.0],[1.0]
['0668028'],['060590423123'],[10.5],[2630.999999999999],[989.9999999999997],[462.99999999999983],[462.99999999999983],[0.33333333333333337],[0.07112443253730757],[104.82622521111975],[806.01],[1.0],[4.0],[15.0],[14.0]
['0668028'],['060590423124'],[15.833333333333332],[1948.9999999999995],[901.9999999999998],[448.9999999999999],[448.9999999999999],[0.638126770222323],[0.7861486438577732],[117.96951384181764],[473.42],[18.0],[13.0],[16.0],[16.0]
['0639248'],['060590423192'],[11.166666666666668],[1022.0000000000005],[458.0000000000002],[464.0000000000002],[434.00000000000017],[0.5679835508242981],[0.4599486714255747],[52.5822474335945],[740.3],[9.0],[10.0],[10.0],[14.0]
['0600947'],['060590423201'],[13.666666666666668],[686.9033981189511],[296.46580907340433],[279.18712694949426],[264.6366577925173],[0.6230235120135249],[0.36500784440429246],[75.41436935263333],[151.55],[6.0],[12.0],[12.0],[20.0]
['0639220'],['060590423201'],[13.666666666666668],[1579.0966018811162],[681.5341909266247],[641.8128730505331],[608.3633422075085],[0.6230235120135249],[0.36500784440429246],[75.41436935263333],[151.55],[6.0],[12.0],[12.0],[20.0]
['0639248'],['060590423202'],[16.0],[1.1381939548264693e-05],[7.120585369566559e-06],[6.570733217476477e-06],[6.570733217476477e-06],[0.6592597119157877],[0.7563387468007927],[90.39418104643798],[194.46],[18.0],[14.0],[13.0],[19.0]
['0600947'],['060590423202'],[16.0],[268.64705824803633],[168.066637889472],[155.08851913352822],[155.08851913352822],[0.6592597119157877],[0.7563387468007927],[90.39418104643798],[194.46],[18.0],[14.0],[13.0],[19.0]
['0639220'],['060590423202'],[16.0],[145.3529303700154],[90.93335498993717],[83.91147429573353],[83.91147429573353],[0.6592597119157877],[0.7563387468007927],[90.39418104643798],[194.46],[18.0],[14.0],[13.0],[19.0]
['0600947'],['060590423203'],[11.333333333333334],[1441.99993723205],[785.9999657866791],[599.9999738829612],[599.9999738829612],[0.6164921775898057],[0.16545265808992551],[57.984643996059994],[379.54],[2.0],[12.0],[10.0],[17.0]
['0639220'],['060590423203'],[11.333333333333334],[6.276786909009127e-05],[3.42132767717141e-05],[2.6117005169247403e-05],[2.6117005169247403e-05],[0.6164921775898057],[0.16545265808992551],[57.984643996059994],[379.54],[2.0],[12.0],[10.0],[17.0]
['0639248'],['060590423232'],[7.0],[1.885107890317225e-05],[7.041124633936661e-06],[1.2318230782088765e-05],[8.969585520938422e-06],[0.16142893912971432],[0.4830572263612834],[93.550138824993],[-99999.0],[10.0],[2.0],[14.0],[1.0]
['0617946'],['060590423232'],[7.0],[1260.999981148911],[470.9999929588716],[823.9999876817626],[599.9999910304097],[0.16142893912971432],[0.4830572263612834],[93.550138824993],[-99999.0],[10.0],[2.0],[14.0],[1.0]
['0616532'],['060590741071'],[11.333333333333334],[2.4281185189365375e-05],[8.734023349944777e-06],[7.303364313241337e-06],[7.303364313241337e-06],[0.3569321754919469],[0.608718059557567],[28.52155434003639],[301.75],[13.0],[5.0],[7.0],[18.0]
['0669000'],['060590741071'],[11.333333333333334],[2426.9999757188393],[872.9999912659855],[729.9999926966431],[729.9999926966431],[0.3569321754919469],[0.608718059557567],[28.52155434003639],[301.75],[13.0],[5.0],[7.0],[18.0]
['0659587'],['060590320512'],[15.0],[1194.9999999999998],[638.9999999999999],[533.9999999999999],[533.9999999999999],[0.6752525588194283],[0.3640530520758942],[287.46056328339836],[582.05],[6.0],[14.0],[20.0],[15.0]
['0639248'],['060590423291'],[12.0],[1178.9999999999998],[543.9999999999999],[401.9999999999999],[401.9999999999999],[0.6203185440827333],[0.6368956470547726],[48.58413026912477],[678.61],[14.0],[12.0],[9.0],[14.0]
['0639248'],['060590423292'],[11.166666666666668],[1327.0000000000007],[616.0000000000002],[520.0000000000002],[494.0000000000002],[0.5144795612599028],[0.35570607295554174],[74.14660693486276],[789.92],[6.0],[9.0],[12.0],[14.0]
['0639248'],['060590423293'],[8.166666666666668],[1555.0000000000007],[636.0000000000002],[647.0000000000003],[589.0000000000002],[0.8714706594541411],[0.4041287922896102],[52.45279628016519],[-99999.0],[7.0],[20.0],[10.0],[1.0]
['0656000'],['060374607002'],[5.333333333333333],[1.413343360235642e-05],[6.5766889937972395e-06],[6.0092883747245365e-06],[5.1066055716543265e-06],[0.33393421199111684],[0.5755558561071658],[22.11934678073428],[-99999.0],[12.0],[4.0],[7.0],[1.0]
['0639003'],['060374607002'],[5.333333333333333],[547.9999827135098],[254.999991956104],[232.9999926500872],[197.99999375415135],[0.33393421199111684],[0.5755558561071658],[22.11934678073428],[-99999.0],[12.0],[4.0],[7.0],[1.0]
['0630000'],['060374607002'],[5.333333333333333],[3.1530431487473723e-06],[1.467200735274781e-06],[1.3406187110549959e-06],[1.1392382179780652e-06],[0.33393421199111684],[0.5755558561071658],[22.11934678073428],[-99999.0],[12.0],[4.0],[7.0],[1.0]
['0620018'],['060014505011'],[14.5],[682.9999999999997],[377.99999999999983],[265.9999999999999],[239.9999999999999],[0.42392740719993277],[0.20838822773350066],[192.160942857469],[0.0],[3.0],[6.0],[19.0],[20.0]
['0620018'],['060014502002'],[15.0],[2096.9999680494],[1334.9999796594893],[981.9999850379164],[932.999985784497],[0.7032936388040429],[0.1766252020258891],[129.26569302531055],[136.79],[2.0],[16.0],[16.0],[20.0]
['0668378'],['060014502002'],[15.0],[3.195077879553294e-05],[2.034062455509608e-05],[1.4962167275733595e-05],[1.4215582554235688e-05],[0.7032936388040429],[0.1766252020258891],[129.26569302531055],[136.79],[2.0],[16.0],[16.0],[20.0]
['0620018'],['060014502003'],[14.666666666666668],[2518.0],[819.0],[1062.0],[1028.0],[0.41038266781316507],[0.27149175722791796],[205.91688953870252],[0.0],[4.0],[6.0],[19.0],[20.0]
['0639248'],['060590423302'],[15.0],[1032.0000000000002],[420.0000000000001],[342.00000000000006],[342.00000000000006],[0.4842202982237102],[0.558230366446108],[428.8629779879418],[535.11],[12.0],[8.0],[20.0],[15.0]
['0639248'],['060590423303'],[9.333333333333334],[3474.0],[1433.0],[1232.0],[1232.0],[0.7886674576705716],[0.21908147954902454],[119.30524612388821],[-99999.0],[3.0],[19.0],[16.0],[1.0]
['0627000'],['060390010003'],[3.1666666666666665],[1.430771598741281e-06],[7.678774198695344e-07],[6.388980095008236e-07],[4.709248239043629e-07],[0.27386779709709386],[0.43116933106255734],[2.205201865233028],[-99999.0],[8.0],[3.0],[3.0],[1.0]
['0645022'],['060390008003'],[16.333333333333336],[1386.0000000000007],[296.0000000000001],[365.00000000000017],[283.0000000000001],[0.6109492713707689],[0.7543974310035675],[141.87195856087777],[379.54],[18.0],[12.0],[17.0],[17.0]
['0613294'],['060390002023'],[4.0],[4.279677086172476e-07],[1.8826584148039948e-07],[1.767801270134255e-07],[1.3782857360368768e-07],[0.31842278633875454],[0.6377366303971034],[1.8606815047623195],[-99999.0],[14.0],[4.0],[2.0],[1.0]
['0634246'],['060250109004'],[7.833333333333333],[675.9999737541211],[410.99998404281627],[438.99998295570884],[191.99999254554922],[0.3944317613545135],[0.6216472780441781],[89.99125889721175],[-99999.0],[14.0],[5.0],[13.0],[1.0]
['0620018'],['060014501011'],[18.5],[5572.999914498243],[2436.9999626112],[2227.9999658177076],[2093.999967873555],[0.7993709790753923],[0.9127241039954083],[124.39597646170722],[0.0],[20.0],[19.0],[16.0],[20.0]
['0657792'],['060014501011'],[18.5],[8.550148887496881e-05],[3.738868264638417e-05],[3.4182185037400054e-05],[3.2126344465132725e-05],[0.7993709790753923],[0.9127241039954083],[124.39597646170722],[0.0],[20.0],[19.0],[16.0],[20.0]
['0657792'],['060014507432'],[14.5],[4379.999999999999],[2215.9999999999995],[1581.9999999999998],[1514.9999999999998],[0.34734709347516335],[0.5060566199561075],[128.46513367868937],[140.82],[10.0],[5.0],[16.0],[20.0]
['0641992'],['060014514042'],[16.333333333333336],[1525.000000000001],[766.0000000000005],[430.0000000000003],[430.0000000000003],[0.6018261227461508],[0.5688412000924716],[134.97345076776836],[0.0],[12.0],[12.0],[17.0],[20.0]
['0667000'],['060019819001'],[14.166666666666668],[7.177333341236208e-08],[1.4713533349534226e-07],[3.70828889297204e-08],[3.70828889297204e-08],[0.3296007572629656],[0.523788800541922],[163.42301095039562],[364.78],[11.0],[4.0],[18.0],[17.0]
['0653000'],['060019819001'],[14.166666666666668],[59.999999915353555],[122.99999982647479],[30.999999956266006],[30.999999956266006],[0.3296007572629656],[0.523788800541922],[163.42301095039562],[364.78],[11.0],[4.0],[18.0],[17.0]
['0600562'],['060019819001'],[14.166666666666668],[1.2873928042274791e-08],[2.639155248666332e-08],[6.651529488508642e-09],[6.651529488508642e-09],[0.3296007572629656],[0.523788800541922],[163.42301095039562],[364.78],[11.0],[4.0],[18.0],[17.0]
['0653000'],['060014004002'],[16.833333333333332],[927.0],[705.0],[517.0],[449.0],[0.5435191275851019],[0.5800587287868413],[244.06956909482938],[215.92],[13.0],[10.0],[20.0],[19.0]
['0656938'],['060014261005'],[15.166666666666668],[1350.9999999999986],[488.9999999999995],[428.99999999999955],[428.99999999999955],[0.6963170717525471],[0.41455550871089125],[140.00966817221996],[386.24],[8.0],[15.0],[17.0],[17.0]
['0619318'],['061070005012'],[12.666666666666668],[1315.0000000000007],[495.0000000000002],[417.00000000000017],[410.00000000000017],[0.8976958729496333],[0.7503764442849655],[153.24392388461996],[-99999.0],[18.0],[20.0],[18.0],[1.0]
['0686300'],['061070007011'],[4.333333333333333],[1063.9337869025153],[378.63949385028627],[334.00898316831336],[321.771585078095],[0.2614682250851334],[0.5175575357350102],[9.469479058656589],[-99999.0],[11.0],[3.0],[5.0],[1.0]
['0686300'],['061070007022'],[9.166666666666668],[721.1657714077713],[312.8647823023358],[235.68593680069858],[189.21265348788478],[0.5869749215994553],[0.6246141276839207],[98.21810262709496],[-99999.0],[14.0],[11.0],[14.0],[1.0]
['0686300'],['061070007023'],[8.666666666666666],[1982.9999718408856],[727.9999896622112],[505.99999281466876],[474.99999325487676],[0.5857474126253455],[0.45614623595592885],[112.492924859033],[-99999.0],[9.0],[11.0],[15.0],[1.0]
['0686300'],['061070007024'],[10.333333333333334],[1160.9999999999998],[345.99999999999994],[334.99999999999994],[319.99999999999994],[0.5330729630003359],[0.736904930245238],[139.34118129619512],[-99999.0],[17.0],[9.0],[17.0],[1.0]
['0646114'],['060133212001'],[15.0],[82.96283510248296],[46.71754508794392],[38.87903081144326],[36.87237115665909],[0.641855937295015],[0.8199238843516526],[98.21833702265889],[496.21],[19.0],[13.0],[14.0],[15.0]
['0657764'],['060133220001'],[11.166666666666668],[883.8544504718233],[389.93578697286324],[361.9403971389141],[347.9427022219395],[0.11238776528067866],[0.37033727544584355],[74.71958907813382],[362.1],[7.0],[2.0],[12.0],[17.0]
['0657764'],['060133220002'],[14.5],[709.9999999999999],[401.9999999999999],[293.99999999999994],[293.99999999999994],[0.7024847810846921],[0.5161396465939847],[132.23070474007693],[1064.85],[11.0],[16.0],[17.0],[13.0]
['0657764'],['060133220005'],[14.166666666666668],[964.0000000000002],[369.00000000000006],[324.00000000000006],[324.00000000000006],[0.32175726908498736],[0.6635135872477199],[116.72772050479729],[350.03],[15.0],[4.0],[16.0],[17.0]
['0659587'],['060590320484'],[12.333333333333332],[2187.9999999999995],[823.9999999999998],[604.9999999999999],[604.9999999999999],[0.5158258150837249],[0.21434000623719024],[169.87876252112585],[1048.76],[3.0],[9.0],[18.0],[13.0]
['0639248'],['060590423153'],[10.0],[546.5623216826698],[222.01233334681314],[244.4424453756664],[220.6390611817813],[0.521020877641067],[0.2896166096029038],[34.40540096206751],[567.29],[5.0],[9.0],[8.0],[15.0]
['0668028'],['060590423153'],[10.0],[647.4376783173461],[262.98766665319334],[289.55755462434075],[261.3609388182252],[0.521020877641067],[0.2896166096029038],[34.40540096206751],[567.29],[5.0],[9.0],[8.0],[15.0]
['0621782'],['060250118011'],[6.5],[2066.9999908105046],[920.9999959054063],[595.9999973502955],[571.999997456995],[0.20600984954254029],[0.3985854541344776],[102.90480577477464],[-99999.0],[7.0],[2.0],[14.0],[1.0]
['0609710'],['060250119001'],[4.666666666666666],[1.7590570851995326],[3.1869975425968002],[2.172952869952364],[0.7864019910303793],[0.5355018576699969],[0.6729275428253598],[1.0298346651079662],[-99999.0],[15.0],[9.0],[1.0],[1.0]
['0609878'],['060250101023'],[7.333333333333333],[972.7793854298114],[328.0084632952158],[501.384365322687],[307.3907884595165],[0.40635956097949466],[0.556889284153822],[80.17467442209418],[-99999.0],[12.0],[6.0],[12.0],[1.0]
['0609878'],['060250101024'],[7.666666666666666],[972.9999801888339],[204.9999958260133],[412.99999159094386],[338.99999309765127],[0.6366211356181314],[0.5906477965079863],[47.425044495996886],[-99999.0],[13.0],[13.0],[9.0],[1.0]
['0616000'],['060133372001'],[11.666666666666668],[830.0000000000007],[355.00000000000034],[395.00000000000034],[395.00000000000034],[0.18016029000898165],[0.4239837945130928],[147.50048865137728],[966.95],[8.0],[2.0],[17.0],[13.0]
['0616000'],['060133372002'],[14.333333333333336],[1924.9999999999998],[784.9999999999999],[818.9999999999999],[818.9999999999999],[0.7841012318876176],[0.9021095589868237],[24.981399347180517],[382.22],[20.0],[18.0],[7.0],[17.0]
['0616000'],['060133372003'],[9.000000000000002],[1159.0000000000002],[483.0000000000001],[373.00000000000006],[373.00000000000006],[0.1004604255054857],[0.634176993369116],[167.93727914336623],[-99999.0],[14.0],[2.0],[18.0],[1.0]
['0616000'],['060133372004'],[15.166666666666668],[836.0000000000002],[393.0000000000001],[289.00000000000006],[289.00000000000006],[0.5998413963708966],[0.5896179958871499],[129.80112969728836],[346.01],[13.0],[12.0],[16.0],[17.0]
['0616000'],['060133372006'],[12.166666666666668],[1657.0000000000005],[695.0000000000001],[733.0000000000001],[733.0000000000001],[0.647592107904627],[0.3356827589410703],[57.116760120567584],[321.87],[6.0],[13.0],[10.0],[17.0]
['0616000'],['060133373001'],[15.166666666666668],[2.181994466195214e-05],[1.351337334217463e-05],[9.501907192623541e-06],[9.501907192623541e-06],[0.7927212004490325],[0.6272526283324681],[100.86791501287246],[537.79],[14.0],[19.0],[14.0],[15.0]
['0683346'],['060133373001'],[15.166666666666668],[1076.9999781800898],[666.999986486648],[468.9999904981078],[468.9999904981078],[0.7927212004490325],[0.6272526283324681],[100.86791501287246],[537.79],[14.0],[19.0],[14.0],[15.0]
['0616000'],['060133373002'],[13.0],[1275.999964632745],[670.9999814017021],[598.9999833973467],[552.9999846723417],[0.5110151982891381],[0.5204817293818175],[113.50831744629676],[677.27],[11.0],[9.0],[15.0],[14.0]
['0683346'],['060133373002'],[13.0],[3.536720175649018e-05],[1.85982698891888e-05],[1.6602628410766157e-05],[1.5327635243996136e-05],[0.5110151982891381],[0.5204817293818175],[113.50831744629676],[677.27],[11.0],[9.0],[15.0],[14.0]
['0669088'],['060379108082'],[5.166666666666666],[1845.7698141712792],[741.0970004012045],[521.9554142610633],[521.9554142610633],[0.49155956311113347],[0.22571857951933197],[46.92298875362614],[-99999.0],[3.0],[8.0],[9.0],[1.0]
['0633308'],['060133560012'],[14.5],[1.950624375020746e-05],[1.1730744511370438e-05],[6.6145740052606615e-06],[6.6145740052606615e-06],[0.6207768865678094],[0.2076960434119118],[117.65190028507223],[65.71],[3.0],[12.0],[16.0],[20.0]
['0620018'],['060014501023'],[18.0],[3912.999999999998],[1325.9999999999993],[1270.9999999999995],[1239.9999999999995],[0.6185954509806241],[0.7558182980417648],[189.77174902027414],[56.33],[18.0],[12.0],[19.0],[20.0]
['0645022'],['060390005024'],[14.333333333333332],[2925.999993795087],[1000.9999978772665],[875.9999981423432],[836.9999982250471],[0.45888420123747203],[0.645515085915603],[122.24332155665194],[441.23],[15.0],[7.0],[16.0],[16.0]
['0645022'],['060390006041'],[14.166666666666666],[3678.999971547141],[1016.9999921346677],[872.999993248343],[860.9999933411493],[0.5502737188195496],[0.5243093656940461],[80.92918634174114],[202.51],[11.0],[10.0],[13.0],[19.0]
['0645022'],['060390006042'],[14.5],[1340.0912361112648],[363.96718279685297],[334.0247271737115],[334.0247271737115],[0.4859504789584095],[0.45576598717652816],[103.90130266185972],[134.11],[9.0],[8.0],[15.0],[20.0]
['0645022'],['060390006021'],[12.333333333333332],[1193.0],[349.0],[523.0],[480.0],[0.2920252378749058],[0.18710366047455648],[177.83627250222668],[524.38],[3.0],[3.0],[19.0],[15.0]
['0645022'],['060390007001'],[10.833333333333332],[514.0000000000002],[236.0000000000001],[232.0000000000001],[232.0000000000001],[0.18199874375042843],[0.44844407435434613],[96.1944842316179],[1078.26],[9.0],[2.0],[14.0],[13.0]
['0618100'],['061130107014'],[18.666666666666664],[806.9999926812745],[344.99999687117685],[419.9999961909979],[399.999996372379],[0.7227500988056457],[0.8569022924895611],[206.1661571119453],[164.96],[20.0],[16.0],[19.0],[19.0]
['0618100'],['061130106082'],[17.833333333333332],[3532.395205278233],[1012.3100996178937],[1000.2255897050997],[888.6762674331554],[0.7940965629592915],[0.792700077167658],[152.93480476489023],[360.76],[18.0],[19.0],[18.0],[17.0]
['0686328'],['061130112042'],[15.166666666666664],[1857.9999770672464],[908.9999887804773],[681.9999915822723],[654.9999919155255],[0.736167500844401],[0.2818097089107404],[175.99925808178085],[472.07],[4.0],[17.0],[19.0],[16.0]
['0644000'],['060371431003'],[17.333333333333336],[2363.0000000000005],[1424.0000000000002],[1262.0000000000002],[1212.0000000000002],[0.6742431796745917],[0.7061939759677949],[253.8515472719539],[341.99],[16.0],[14.0],[20.0],[17.0]
['0644000'],['060371432001'],[14.833333333333332],[2096.000000000001],[1103.0000000000005],[1040.0000000000005],[952.0000000000005],[0.6976669800038479],[0.41024758037836423],[142.0773069842969],[472.07],[8.0],[15.0],[17.0],[16.0]
['0644000'],['060371432002'],[16.833333333333332],[893.0000000000002],[860.0000000000002],[571.0000000000001],[540.0000000000001],[0.7440455645734528],[0.6775616031221728],[110.78367783862817],[164.96],[16.0],[17.0],[15.0],[19.0]
['0606798'],['060270004002'],[10.000000000000002],[776.7748374923851],[374.0616533006363],[446.7516483391996],[421.2836208804329],[0.9294089398421055],[0.8946508050182869],[43.83990751511487],[-99999.0],[20.0],[20.0],[9.0],[1.0]
['0620018'],['060014501021'],[13.0],[1227.999994831529],[481.9999979713331],[90.99999961699442],[90.99999961699442],[0.3274388693401834],[0.8729553573956538],[33.6579790506553],[202.51],[20.0],[4.0],[8.0],[19.0]
['0668378'],['060014501021'],[13.0],[1.717272546449167e-07],[6.740434587854222e-08],[1.2725716753002786e-08],[1.2725716753002786e-08],[0.3274388693401834],[0.8729553573956538],[33.6579790506553],[202.51],[20.0],[4.0],[8.0],[19.0]
['0653000'],['060014287001'],[16.833333333333336],[2.3592379272272528e-05],[8.458179139579719e-06],[9.186600921667271e-06],[7.786333806586347e-06],[0.720225753448707],[0.7491853457446441],[347.598626082521],[659.83],[17.0],[16.0],[20.0],[14.0]
['0600562'],['060014287001'],[16.833333333333336],[3335.9999764074623],[1195.999991541764],[1298.9999908133373],[1100.999992213614],[0.720225753448707],[0.7491853457446441],[347.598626082521],[659.83],[17.0],[16.0],[20.0],[14.0]
['0633000'],['060014382032'],[15.5],[2536.999999999999],[1103.9999999999995],[667.9999999999997],[632.9999999999998],[0.7870847816463556],[0.4292916474208866],[157.16199659293127],[524.38],[8.0],[19.0],[18.0],[15.0]
['0633000'],['060014382042'],[13.166666666666668],[1288.000000000001],[621.0000000000005],[407.0000000000003],[407.0000000000003],[0.37474560956052855],[0.6376005502487468],[130.3067558015166],[683.97],[14.0],[5.0],[16.0],[14.0]
['0657526'],['060590117112'],[10.833333333333334],[787.5448283952715],[360.7300469987962],[326.21445323695104],[296.74992197683935],[0.562017727706527],[0.19143651090513913],[70.40827674234687],[548.52],[3.0],[10.0],[11.0],[15.0]
['0628000'],['060590117112'],[10.833333333333334],[1083.4551716046965],[496.2699530011891],[448.78554676303565],[408.2500780231486],[0.562017727706527],[0.19143651090513913],[70.40827674234687],[548.52],[3.0],[10.0],[11.0],[15.0]
['0657526'],['060590117113'],[15.0],[6.817160123345629e-05],[2.9747607810962746e-05],[4.129029938344569e-05],[3.702957430635467e-05],[0.4707229838928174],[0.6070039945677116],[336.572999919615],[612.89],[13.0],[7.0],[20.0],[15.0]
['0628000'],['060590117113'],[15.0],[879.9999318284415],[383.99997025241083],[532.9999587097265],[477.9999629704489],[0.4707229838928174],[0.6070039945677116],[336.572999919615],[612.89],[13.0],[7.0],[20.0],[15.0]
['0628000'],['060590117115'],[11.5],[2152.000000000001],[976.0000000000005],[415.00000000000017],[415.00000000000017],[0.2768803278424272],[0.2803153427806805],[87.4018346850643],[285.66],[4.0],[3.0],[13.0],[18.0]
['0657526'],['060590117121'],[14.666666666666668],[1373.9999999999993],[751.9999999999997],[398.99999999999983],[398.99999999999983],[0.6650595794122128],[0.2547507339380723],[268.9802122623233],[497.56],[4.0],[14.0],[20.0],[15.0]
['0657526'],['060590117122'],[13.166666666666666],[1482.2648252575425],[1106.3150905221246],[509.6406905243851],[509.6406905243851],[0.5794765993827838],[0.49323678757465933],[84.50525766943046],[426.48],[10.0],[11.0],[13.0],[16.0]
['0628000'],['060590117122'],[13.166666666666666],[169.73517474235774],[126.68490947780091],[58.35930947558063],[58.35930947558063],[0.5794765993827838],[0.49323678757465933],[84.50525766943046],[426.48],[10.0],[11.0],[13.0],[16.0]
['0657526'],['060590117123'],[16.666666666666664],[1912.0],[1066.0],[641.0],[616.0],[0.8174460462808366],[0.577995779483717],[174.43574484270476],[472.07],[13.0],[19.0],[18.0],[16.0]
